cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
share,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,19,19,PASS,,frail,,,,,,,risk_ratio,1.3450224461126976,0.1051316874054308,1.0945642956037396,1.652790418811468,0.004811006645273598,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,prefrail,3485.0,419.0,3066.0,343.0,43.0,300.0,risk_ratio,1.1345637101663013,0.04992462686261436,1.028804769128027,1.2511944452953214,0.011446116664870687,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,frail,3485.0,419.0,3066.0,343.0,43.0,300.0,risk_ratio,1.3441861416526713,0.10513292501881968,1.0938810669367305,1.6517667578532114,0.004900937875852984,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,loss_1,3485.0,419.0,3066.0,343.0,43.0,300.0,risk_ratio,0.9311056289181824,0.08824412330876232,0.7832229743945346,1.1069104463812747,0.4185604180860215,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,loss_2plus,3485.0,419.0,3066.0,343.0,43.0,300.0,risk_ratio,0.8484921057061481,0.2048644499467109,0.5678934636883038,1.2677357629190842,0.4225721326874935,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,0.9414237561853777,0.08589946003650245,0.7955498538459111,1.1140454421877717,0.4822400804374888,,,,,,,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,prefrail,,,,,,,risk_ratio,1.134163671743237,0.04992616099851645,1.0284389281253756,1.250757044608182,0.01168110349329648,6093.0,781.0,5312.0,767.0,147.0,620.0,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,frail,,,,,,,risk_ratio,1.344142512816918,0.10510267647320075,1.0939104140779576,1.6516152250773093,0.004893307894051075,6093.0,781.0,5312.0,767.0,147.0,620.0,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,any_withdrawal,,,,,,,risk_ratio,0.9411215782748316,0.08553390812247193,0.7958645061928072,1.1128902196323562,0.4780386292643778,6093.0,781.0,5312.0,767.0,147.0,620.0,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,fried4,3486.0,419.0,3067.0,343.0,43.0,300.0,risk_ratio,1.0972516559228807,0.02885481632817669,1.03691935430958,1.161094342989814,0.001298109007767403,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,loss_1,3486.0,419.0,3067.0,343.0,43.0,300.0,risk_ratio,0.9327073072508656,0.0883131605980848,0.7844641130128741,1.10896458686681,0.43021290657915323,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,loss_2plus,3486.0,419.0,3067.0,343.0,43.0,300.0,risk_ratio,0.8550228766705414,0.2049630036039233,0.5721539621113102,1.2777402028857092,0.4447645592011644,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,fi_per_0_1,3639.0,450.0,3189.0,375.0,50.0,325.0,risk_ratio,1.100903358394323,0.02709667000152145,1.0439614676263433,1.1609510907328777,0.00038859852201396865,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,loss_1,3639.0,450.0,3189.0,375.0,50.0,325.0,risk_ratio,0.9499593613526953,0.08604273849843716,0.8025374636319061,1.124461883857335,0.5507513812264201,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,loss_2plus,3639.0,450.0,3189.0,375.0,50.0,325.0,risk_ratio,0.8948270392519513,0.19494312167823555,0.6106652580298508,1.3112182487009474,0.5686524662078349,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,19,19,PASS,,loss_1,3079.0,350.0,2729.0,258.0,27.0,231.0,risk_ratio,0.9672083729782484,0.0915773288328176,0.8082938675611006,1.157366243024867,0.7157995030824515,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,19,19,PASS,,loss_2plus,3079.0,350.0,2729.0,258.0,27.0,231.0,risk_ratio,0.8152170182245112,0.23800908240433774,0.511304410611865,1.2997712771684844,0.39068571741143365,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,0.9803491666373824,0.08948201336125014,0.8226470717083382,1.168282878015706,0.8244750802957679,,,,,,,3337.0,377.0,2960.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,withdrawal_only,,,,,,,risk_ratio,0.9682053932725915,0.08648850081403653,0.817237623353305,1.1470613402692929,0.7087111639517407,,,,,,,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,frailty_only,,,,,,,risk_ratio,1.4528536985641136,0.12025830240425191,1.1477778270743644,1.8390178130655483,0.0018959724065832104,,,,,,,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,both,,,,,,,risk_ratio,0.9846191782059028,0.14395777645798333,0.7425594153524001,1.3055856623012168,0.9142552641096077,,,,,,,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_cancer,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,loss_1,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,0.9419988160357867,0.13920413472738347,0.7170667461621681,1.2374883846756197,0.6677523477843874,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,loss_2plus,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,1.1754209998442529,0.2865935797383349,0.6702619228757366,2.0613054087081237,0.5727835729827582,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,prefrail,,,,,,,risk_ratio,1.297934628728216,0.0800899322732186,1.1093795234601553,1.5185374029596983,0.0011298662392037763,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,frail,,,,,,,risk_ratio,1.447318434038353,0.1490752826191778,1.0806149783874481,1.9384616088082551,0.01313680784806701,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,prefrail,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,1.2963699705540739,0.08008914894790788,1.1080438693385455,1.5167044799025884,0.0011911589738699253,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,frail,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,1.4494527719076897,0.14892365861481305,1.0825302003200243,1.9407433966921201,0.012686204020407177,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,loss_1,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,0.9435457378276828,0.138873945278883,0.7187092603557524,1.2387186425455394,0.675625315014124,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,loss_2plus,7183.0,205.0,6978.0,779.0,32.0,747.0,risk_ratio,1.1725097121492343,0.2860938529614189,0.6692569958178537,2.054187006897486,0.5780237193059883,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,0.9095244886648699,0.13604335164866663,0.6966491089040667,1.1874482934205672,0.4857515503455031,,,,,,,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,prefrail,,,,,,,risk_ratio,1.297571786513186,0.08011966070810227,1.1090047726030736,1.5182013484063115,0.0011487045671905107,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,frail,,,,,,,risk_ratio,1.4471309346222836,0.14910950418367694,1.0804025169250149,1.9383404880443376,0.013189885050066854,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,any_withdrawal,,,,,,,risk_ratio,0.9116612814553555,0.13572045596640248,0.698727842322047,1.1894850065553146,0.49558653752236226,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,fried4,7184.0,205.0,6979.0,779.0,32.0,747.0,risk_ratio,1.1392718396657129,0.04211353305503725,1.0490115219937641,1.2372984447190978,0.001960589168591162,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,loss_1,7184.0,205.0,6979.0,779.0,32.0,747.0,risk_ratio,0.9450485414520033,0.1389837112555896,0.7196991117309542,1.2409585216140067,0.6842584090116479,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,loss_2plus,7184.0,205.0,6979.0,779.0,32.0,747.0,risk_ratio,1.1899984843799736,0.2858625539253946,0.6795474094588951,2.083881673471808,0.5428450756570022,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,fi_per_0_1,7613.0,215.0,7398.0,831.0,32.0,799.0,risk_ratio,1.121948311340371,0.04085485072323907,1.0356121505679514,1.2154820823888317,0.004855355515404585,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,loss_1,7613.0,215.0,7398.0,831.0,32.0,799.0,risk_ratio,0.9271221120466389,0.13687438229605994,0.7089722778319812,1.212396362343417,0.5803711725790537,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,loss_2plus,7613.0,215.0,7398.0,831.0,32.0,799.0,risk_ratio,1.0946325315836143,0.2829246354791949,0.6286985584342041,1.9058742272057416,0.7492822775840116,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,19,19,PASS,,loss_1,5813.0,152.0,5661.0,548.0,21.0,527.0,risk_ratio,0.919671540009815,0.14645816469255296,0.6901878842417091,1.2254572426076096,0.5674856244632863,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,19,19,PASS,,loss_2plus,5813.0,152.0,5661.0,548.0,21.0,527.0,risk_ratio,1.1891607524186931,0.3254683929427652,0.6283496373770134,2.2505038771026173,0.5945161414053803,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,0.8932794389465845,0.14467457705481315,0.672728945519264,1.186136201451547,0.4353515930965016,,,,,,,6361.0,173.0,6188.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,withdrawal_only,,,,,,,risk_ratio,0.90658594811081,0.13837172264942255,0.6912366542560402,1.1890256054152155,0.4784864411080748,,,,,,,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,frailty_only,,,,,,,risk_ratio,1.1210548348381064,0.20154717638315914,0.7552132283120817,1.6641180207115667,0.5707384194070674,,,,,,,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,both,,,,,,,risk_ratio,1.0497299211891187,0.20256252150232448,0.7057583831278788,1.5613458285199715,0.8106444486540556,,,,,,,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_arthritis,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,loss_1,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.1373982052018068,0.07127980757569011,0.9890973912215996,1.3079345761882144,0.07089194745694366,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,loss_2plus,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.0909839286413876,0.17247440919727172,0.7780506497703811,1.5297794981664274,0.613638657985088,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,prefrail,,,,,,,risk_ratio,1.3106278682309405,0.041140452936928244,1.2090954342713458,1.4206863745364886,4.8590949527189704e-11,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,frail,,,,,,,risk_ratio,1.8579854242823222,0.08523381362293612,1.5721397515807392,2.195803415933328,3.644233209856688e-13,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,prefrail,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.311639041817947,0.04112780142468074,1.210058278560052,1.4217472054886022,4.224990557275465e-11,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,frail,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.8598106275090565,0.08511093597304056,1.5740631976547774,2.197431192946443,3.0952428105343846e-13,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,loss_1,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.1433053676149652,0.0707316608756991,0.9953030697544365,1.3133157159252942,0.0583043465678657,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,loss_2plus,4460.0,609.0,3851.0,480.0,57.0,423.0,risk_ratio,1.0952866463485293,0.17246269591915586,0.7811371267102963,1.5357775179905497,0.5976772168649627,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,1.1420055304906145,0.06973458936353685,0.9961162318161159,1.3092614998285683,0.05688909112876039,,,,,,,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,prefrail,,,,,,,risk_ratio,1.3115703683165252,0.04112560159464544,1.2100001405343044,1.4216666373991844,4.251282500101479e-11,7481.0,1122.0,6359.0,923.0,212.0,711.0,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,frail,,,,,,,risk_ratio,1.8598160826098624,0.08510567797474848,1.5740840362353623,2.197414992789563,3.0841227414533926e-13,7481.0,1122.0,6359.0,923.0,212.0,711.0,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,any_withdrawal,,,,,,,risk_ratio,1.148061517266628,0.06923008743267742,1.0023892546468842,1.3149036078732361,0.04610457857625232,7481.0,1122.0,6359.0,923.0,212.0,711.0,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,fried4,4461.0,609.0,3852.0,480.0,57.0,423.0,risk_ratio,1.2150957658937045,0.02340605203795352,1.1606124899371948,1.272136680497644,8.532264997075868e-17,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,loss_1,4461.0,609.0,3852.0,480.0,57.0,423.0,risk_ratio,1.1481830967674143,0.07063741189835325,0.9997340292321666,1.3186751527453078,0.05044181194195504,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,loss_2plus,4461.0,609.0,3852.0,480.0,57.0,423.0,risk_ratio,1.1096099275967624,0.17208370214463067,0.7919402582254614,1.5547058993820793,0.5455733038366811,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,fi_per_0_1,4677.0,649.0,4028.0,510.0,62.0,448.0,risk_ratio,1.268783916375441,0.020065215417470462,1.2198547521088043,1.3196756611146239,1.8150413096429086e-32,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,loss_1,4677.0,649.0,4028.0,510.0,62.0,448.0,risk_ratio,1.1355820073963092,0.06917334575270416,0.9916034842984469,1.3004658776835352,0.06605241123003741,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,loss_2plus,4677.0,649.0,4028.0,510.0,62.0,448.0,risk_ratio,1.097495760386583,0.16617298629402813,0.7924213148991237,1.5200208795744699,0.575585628405375,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,19,19,PASS,,loss_1,3948.0,487.0,3461.0,367.0,46.0,321.0,risk_ratio,1.1172523968505557,0.07427238675185292,0.9658963497347945,1.2923259505132654,0.13549435887349795,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,19,19,PASS,,loss_2plus,3948.0,487.0,3461.0,367.0,46.0,321.0,risk_ratio,1.3074692650642512,0.18536617776265066,0.909175056144446,1.8802494278022277,0.14809563617439422,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,18,18,PASS,,any_withdrawal,,,,,,,risk_ratio,1.104569442429214,0.0736282142822196,0.9561379912253454,1.276043483623939,0.17676550363353838,,,,,,,4315.0,533.0,3782.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,withdrawal_only,,,,,,,risk_ratio,1.1616242385844135,0.06995989107585679,1.0127813566928425,1.3323417366933792,0.032233594916568464,,,,,,,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,frailty_only,,,,,,,risk_ratio,1.682376728998555,0.10328189863011468,1.3740721615087794,2.0598564890274815,4.734448537195795e-07,,,,,,,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,both,,,,,,,risk_ratio,1.5492019135434076,0.11890390649020918,1.2271476952325224,1.9557764548233898,0.00023190272468094565,,,,,,,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
