cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,withdrawal_log_rr_attenuation_percent
elsa,incident_hypertension,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,15137,4903,810,14327,22,22,PASS,3008.0,176.0,2832.0,,any_withdrawal,risk_ratio,0.9706324092150748,0.1434725176979718,0.7327077070892298,1.2858159736866626,0.8354185359137796,10.21493774465232
elsa,incident_hypertension,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,15137,4903,810,14327,22,22,PASS,3008.0,176.0,2832.0,,context_cesd_worsening,risk_ratio,0.8957814764075236,0.0802689987239567,0.7653797751277043,1.0484003883444104,0.1703361761059818,10.21493774465232
elsa,incident_hypertension,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,7881,4240,452,7429,18,18,PASS,1592.0,94.0,1498.0,,any_withdrawal,risk_ratio,0.7020188809837202,0.2036356152347017,0.470992338685048,1.0463662968139913,0.0823179239751533,
elsa,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,7881,4240,452,7429,19,19,PASS,1592.0,94.0,1498.0,,any_withdrawal,risk_ratio,0.7047420314737755,0.2035685503188885,0.4728814846187952,1.0502871164984569,0.0856241060956562,1.094284436058349
elsa,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,7881,4240,452,7429,19,19,PASS,1592.0,94.0,1498.0,,context_bmi_or_weight_loss,risk_ratio,0.6882832837810133,0.2877962562963072,0.3915566503164023,1.2098731520702517,0.1942930239173513,1.094284436058349
elsa,incident_hypertension,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,15224,4926,813,14411,21,21,PASS,3028.0,176.0,2852.0,,any_withdrawal,risk_ratio,0.9717490540132374,0.1429696874670433,0.7342739280179958,1.2860271731621102,0.8411318918235816,
elsa,incident_hypertension,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,15224,4926,813,14411,22,22,PASS,3028.0,176.0,2852.0,,any_withdrawal,risk_ratio,0.9719625201869287,0.1429171602642673,0.7345108425735771,1.2861772568775838,0.8422763194405142,0.766454135446295
elsa,incident_hypertension,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,15224,4926,813,14411,22,22,PASS,3028.0,176.0,2852.0,,context_incident_non_target_disease,risk_ratio,1.0230778432366612,0.1306592242434838,0.7919382981370789,1.3216790699274954,0.861379053658105,0.766454135446295
elsa,incident_hypertension,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,2354,2354,125,2229,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_hypertension,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,2354,2354,125,2229,16,16,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_hypertension,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,2202,2202,118,2084,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,2202,2202,118,2084,20,20,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_cancer,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,18843,7472,527,18316,19,19,PASS,3974.0,115.0,3859.0,,any_withdrawal,risk_ratio,0.7669758357788258,0.1982335454068341,0.5200498573477821,1.1311452630112662,0.1807920389268927,
elsa,incident_cancer,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,18843,7472,527,18316,20,20,PASS,3974.0,115.0,3859.0,,any_withdrawal,risk_ratio,0.7665013967548888,0.1982407499034338,0.5197208239996013,1.130461517215724,0.1797928822516287,-0.233236147213004
elsa,incident_cancer,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,18843,7472,527,18316,20,20,PASS,3974.0,115.0,3859.0,,context_self_rated_health_worsening,risk_ratio,1.066638836097558,0.0950682858088696,0.8853094920130091,1.2851081084476106,0.4973974036063728,-0.233236147213004
elsa,incident_cancer,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,24422,7630,667,23755,21,21,PASS,5114.0,143.0,4971.0,,any_withdrawal,risk_ratio,0.8237911842407198,0.1703898131875472,0.5899036293244238,1.150411493500927,0.2552808119700926,
elsa,incident_cancer,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,24422,7630,667,23755,22,22,PASS,5114.0,143.0,4971.0,,any_withdrawal,risk_ratio,0.8251974450920695,0.1703986796046995,0.590900361450543,1.152395340755724,0.2595110973644352,0.8799114358188241
elsa,incident_cancer,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,24422,7630,667,23755,22,22,PASS,5114.0,143.0,4971.0,,context_cesd_worsening,risk_ratio,0.926211802382464,0.0883805036849628,0.778898181023491,1.1013869640128229,0.3857780820579836,0.8799114358188241
elsa,incident_cancer,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,12556,6551,364,12192,18,18,PASS,2692.0,67.0,2625.0,,any_withdrawal,risk_ratio,0.5299223080341988,0.2404527376596503,0.3307794044508829,0.8489574888088008,0.0082672687171793,
elsa,incident_cancer,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,12556,6551,364,12192,19,19,PASS,2692.0,67.0,2625.0,,any_withdrawal,risk_ratio,0.5295592535488592,0.2403595431502,0.3306131681257211,0.8482209120980497,0.0081731882211547,-0.1079239124087994
elsa,incident_cancer,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,12556,6551,364,12192,19,19,PASS,2692.0,67.0,2625.0,,context_bmi_or_weight_loss,risk_ratio,1.2476594552652975,0.2353955321267843,0.7865512434977577,1.979087985914978,0.3472228773471327,-0.1079239124087994
elsa,incident_cancer,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,24551,7660,670,23881,21,21,PASS,5144.0,144.0,5000.0,,any_withdrawal,risk_ratio,0.8249984378257772,0.1699892763369836,0.5912320816147206,1.1511933191380903,0.2577681963415517,
elsa,incident_cancer,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,24551,7660,670,23881,22,22,PASS,5144.0,144.0,5000.0,,any_withdrawal,risk_ratio,0.8279842990312379,0.1701137012581791,0.5932272010243476,1.1556415455300628,0.2671640202851553,1.877957993088903
elsa,incident_cancer,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,24551,7660,670,23881,22,22,PASS,5144.0,144.0,5000.0,,context_incident_non_target_disease,risk_ratio,0.8292750560378737,0.1287442260993601,0.6443344001947136,1.067298468557322,0.1459263197198383,1.877957993088903
elsa,incident_cancer,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,3638,3638,114,3524,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_cancer,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,3638,3638,114,3524,16,16,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_cancer,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,3385,3385,107,3278,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,3385,3385,107,3278,20,20,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_arthritis,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,12816,5256,664,12152,19,19,PASS,2519.0,143.0,2376.0,,any_withdrawal,risk_ratio,1.2920225825919265,0.1550449625949306,0.9534448847783612,1.7508325657602792,0.0984364969429261,
elsa,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,12816,5256,664,12152,20,20,PASS,2519.0,143.0,2376.0,,any_withdrawal,risk_ratio,1.2949003864527389,0.1550642228963257,0.9555324815028872,1.7547985477146613,0.0955891741694805,-0.8683877413226097
elsa,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,12816,5256,664,12152,20,20,PASS,2519.0,143.0,2376.0,,context_self_rated_health_worsening,risk_ratio,1.19945737748728,0.0826783829202706,1.020020388963485,1.4104600417552702,0.0278267869919268,-0.8683877413226097
elsa,incident_arthritis,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,16504,5380,866,15638,21,21,PASS,3219.0,186.0,3033.0,,any_withdrawal,risk_ratio,1.1356212955852911,0.137576004640789,0.8672186729436271,1.4870940481590014,0.3552605436734698,
elsa,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,16504,5380,866,15638,22,22,PASS,3219.0,186.0,3033.0,,any_withdrawal,risk_ratio,1.134866894586975,0.1375017185704133,0.8667687642756116,1.485889803038584,0.3575203549968031,0.522509927053289
elsa,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,16504,5380,866,15638,22,22,PASS,3219.0,186.0,3033.0,,context_cesd_worsening,risk_ratio,1.0801317734142668,0.075242209157566,0.9320312135235812,1.251765639402087,0.3056154663595394,0.522509927053289
elsa,incident_arthritis,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8484,4587,441,8043,18,18,PASS,1680.0,98.0,1582.0,,any_withdrawal,risk_ratio,1.1045496353528832,0.1939652873703508,0.7552342632407445,1.6154323980522065,0.608191202342446,
elsa,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8484,4587,441,8043,19,19,PASS,1680.0,98.0,1582.0,,any_withdrawal,risk_ratio,1.104462076702183,0.193987001883624,0.7551422558516301,1.615373089534764,0.6085172996469754,0.0797223414686201
elsa,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8484,4587,441,8043,19,19,PASS,1680.0,98.0,1582.0,,context_bmi_or_weight_loss,risk_ratio,1.05852058371656,0.2266269380912578,0.6788817097376714,1.65045811380691,0.8018519907398949,0.0797223414686201
elsa,incident_arthritis,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,16580,5405,874,15706,21,21,PASS,3238.0,189.0,3049.0,,any_withdrawal,risk_ratio,1.1339975030032303,0.1368857392737757,0.8671510329304022,1.4829600473078974,0.3582828023228199,
elsa,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,16580,5405,874,15706,22,22,PASS,3238.0,189.0,3049.0,,any_withdrawal,risk_ratio,1.134147739120548,0.1368489730111151,0.8673284141672413,1.4830496420289343,0.357647520807253,-0.1053486402252345
elsa,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,16580,5405,874,15706,22,22,PASS,3238.0,189.0,3049.0,,context_incident_non_target_disease,risk_ratio,0.9947745259790268,0.1140478132223306,0.7955124498425938,1.2439482973932117,0.9633593442293548,-0.1053486402252345
elsa,incident_arthritis,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,2466,2466,134,2332,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_arthritis,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,2466,2466,134,2332,16,16,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_arthritis,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,2292,2292,121,2171,15,15,NOT_EVALUABLE_EPV,,,,,,,,,,,,
elsa,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,2292,2292,121,2171,20,20,NOT_EVALUABLE_EPV,,,,,,,,,,,,
hrs,incident_diabetes,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,48007,14941,1687,46320,21,21,PASS,13184.0,541.0,12643.0,,any_withdrawal,risk_ratio,1.0791534602505788,0.0871172788496696,0.9097642051206236,1.2800813487890408,0.3818907587097839,
hrs,incident_diabetes,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,48007,14941,1687,46320,22,22,PASS,13184.0,541.0,12643.0,,any_withdrawal,risk_ratio,1.078866906765394,0.0871249043066627,0.9095090372062372,1.279760568502845,0.3835941243551781,0.3486236575360297
hrs,incident_diabetes,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,48007,14941,1687,46320,22,22,PASS,13184.0,541.0,12643.0,,context_self_rated_health_worsening,risk_ratio,1.0569331936106898,0.0545242194098021,0.9498093438508884,1.1761389619804246,0.309848704797717,0.3486236575360297
hrs,incident_diabetes,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,47957,14943,1685,46272,21,21,PASS,13173.0,539.0,12634.0,,any_withdrawal,risk_ratio,1.0756619723249663,0.0873319278145996,0.9064393352783164,1.27647668594476,0.4036268064492365,
hrs,incident_diabetes,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,47957,14943,1685,46272,22,22,PASS,13173.0,539.0,12634.0,,any_withdrawal,risk_ratio,1.0760908399125226,0.087304053363953,0.906850276142785,1.2769158550284372,0.4009117449698904,-0.5465342149808168
hrs,incident_diabetes,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,47957,14943,1685,46272,22,22,PASS,13173.0,539.0,12634.0,,context_transition_hospitalization,risk_ratio,0.9818719286497108,0.0583627948277709,0.8757423310748376,1.1008631763718144,0.7539312532388731,-0.5465342149808168
hrs,incident_diabetes,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,46173,14415,1628,44545,21,21,PASS,12510.0,517.0,11993.0,,any_withdrawal,risk_ratio,1.07846915900556,0.0888767424639108,0.9060573959137336,1.28368879518191,0.3953416063263273,
hrs,incident_diabetes,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,46173,14415,1628,44545,22,22,PASS,12510.0,517.0,11993.0,,any_withdrawal,risk_ratio,1.0770333523498627,0.0888758891470935,0.9048526408769658,1.2819776278154342,0.4037240556808654,1.7635412271121524
hrs,incident_diabetes,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,46173,14415,1628,44545,22,22,PASS,12510.0,517.0,11993.0,,context_cesd_worsening,risk_ratio,1.0939227691436315,0.0547273060137882,0.9826586797399628,1.2177850249768731,0.1009393632848928,1.7635412271121524
hrs,incident_diabetes,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17999,10826,586,17413,20,20,PASS,4782.0,183.0,4599.0,,any_withdrawal,risk_ratio,1.153844956255932,0.1496644309056655,0.8605039365532963,1.547184302735371,0.3390026667937665,
hrs,incident_diabetes,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17999,10826,586,17413,21,21,PASS,4782.0,183.0,4599.0,,any_withdrawal,risk_ratio,1.1575741505351225,0.1499209584376488,0.8628511235064474,1.5529653696708638,0.3290521999052437,-2.25490182804237
hrs,incident_diabetes,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17999,10826,586,17413,21,21,PASS,4782.0,183.0,4599.0,,context_bmi_or_weight_loss,risk_ratio,0.5031378801031208,0.245188101964146,0.3111591130160593,0.8135635943325147,0.0050867850832,-2.25490182804237
hrs,incident_diabetes,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,21,21,PASS,13210.0,542.0,12668.0,,any_withdrawal,risk_ratio,1.077888147566245,0.0870762540189292,0.9087705709132924,1.278477644248721,0.3890416600665594,
hrs,incident_diabetes,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,22,22,PASS,13210.0,542.0,12668.0,,any_withdrawal,risk_ratio,1.0774029318461158,0.0870365192352988,0.9084322289629908,1.277802614814425,0.3916788795349416,0.600310860780908
hrs,incident_diabetes,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,22,22,PASS,13210.0,542.0,12668.0,,context_incident_non_target_disease,risk_ratio,1.0545962326807912,0.0690886753057196,0.9210385936767856,1.2075207506177594,0.4416460184197607,0.600310860780908
hrs,incident_diabetes,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,35181,12980,1237,33944,19,19,PASS,9624.0,404.0,9220.0,,any_withdrawal,risk_ratio,1.135838831811295,0.1009159795121918,0.9320020651432602,1.3842564304319849,0.2068936282674178,
hrs,incident_diabetes,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,35181,12980,1237,33944,20,20,PASS,9624.0,404.0,9220.0,,any_withdrawal,risk_ratio,1.1343276377687177,0.1009462569989923,0.9307068364526786,1.3824967641906656,0.2118165263612027,1.0452508752039538
hrs,incident_diabetes,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,35181,12980,1237,33944,20,20,PASS,9624.0,404.0,9220.0,,context_fi_change,risk_ratio,1.0334646610190348,0.0216909108050907,0.99044940153059,1.0783480750502543,0.1291294571632778,1.0452508752039538
hrs,incident_diabetes,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,19,19,PASS,4074.0,163.0,3911.0,,any_withdrawal,risk_ratio,1.1453669449918162,0.1588266159760014,0.8389791821980305,1.5636448037279629,0.3928010956531287,
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,any_withdrawal,risk_ratio,1.133420143127639,0.1590156829200194,0.829920575779368,1.5479086292577902,0.4309344493888131,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_self_rated_health_worsening,risk_ratio,1.0997558357214174,0.0992382416362329,0.9053667290844656,1.335881758573522,0.3379715469803022,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_transition_hospitalization,risk_ratio,1.097950948008016,0.1037369251435088,0.8959461493330776,1.3455008262818535,0.3676975076772997,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_cesd_worsening,risk_ratio,1.1290454375577883,0.1003756131107308,0.9274095064581525,1.3745207388895562,0.2265923743398969,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_bmi_or_weight_loss,risk_ratio,0.5344069448647296,0.2606620930041172,0.3206240661554511,0.8907340803955387,0.0162225622494305,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_incident_non_target_disease,risk_ratio,1.1100560196266909,0.130032881855118,0.8603213617686634,1.432283820288066,0.422001057893591,7.725415347380422
hrs,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,15113,9925,512,14601,25,25,PASS,4074.0,163.0,3911.0,,context_fi_change,risk_ratio,1.0526669318787396,0.0364203647112707,0.9801440542087568,1.1305559266648244,0.1587492452471854,7.725415347380422
hrs,incident_stroke,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,57837,17557,1105,56732,21,21,PASS,16486.0,384.0,16102.0,,any_withdrawal,risk_ratio,1.0063225231781177,0.1097278177234302,0.8115900336679724,1.247779024686582,0.9541957598823212,
hrs,incident_stroke,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,57837,17557,1105,56732,22,22,PASS,16486.0,384.0,16102.0,,any_withdrawal,risk_ratio,1.0057870825107884,0.1097736358868562,0.8110853652836103,1.247227109062481,0.9580774119379628,8.444396362962461
hrs,incident_stroke,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,57837,17557,1105,56732,22,22,PASS,16486.0,384.0,16102.0,,context_self_rated_health_worsening,risk_ratio,1.11134145001403,0.066263323330606,0.975987082267608,1.265467382672425,0.111125239645856,8.444396362962461
hrs,incident_stroke,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,57786,17562,1105,56681,21,21,PASS,16477.0,385.0,16092.0,,any_withdrawal,risk_ratio,1.0019076013483448,0.1095427690637746,0.8083225553587863,1.2418543005941898,0.9861194026082084,
hrs,incident_stroke,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,57786,17562,1105,56681,22,22,PASS,16477.0,385.0,16092.0,,any_withdrawal,risk_ratio,0.9933631079614244,0.1092263497016337,0.8019261756051257,1.230500131155057,0.9513868663485948,449.410714286976
hrs,incident_stroke,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,57786,17562,1105,56681,22,22,PASS,16477.0,385.0,16092.0,,context_transition_hospitalization,risk_ratio,1.3727947030376262,0.0648941448282255,1.208836594057047,1.558990938852426,1.0472525701709514e-06,449.410714286976
hrs,incident_stroke,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,55706,16991,1048,54658,21,21,PASS,15708.0,356.0,15352.0,,any_withdrawal,risk_ratio,1.0203453515328953,0.1133746534175615,0.8170384788194325,1.2742418666733009,0.8589968658643315,
hrs,incident_stroke,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,55706,16991,1048,54658,22,22,PASS,15708.0,356.0,15352.0,,any_withdrawal,risk_ratio,1.0149407926814564,0.1135441772143435,0.8124408076659505,1.2679136780539573,0.8960819262474918,26.368263411302323
hrs,incident_stroke,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,55706,16991,1048,54658,22,22,PASS,15708.0,356.0,15352.0,,context_cesd_worsening,risk_ratio,1.224831549224787,0.0655901089418258,1.0770750417943964,1.3928577543464873,0.0019882605400248,26.368263411302323
hrs,incident_stroke,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,21412,12695,374,21038,20,20,PASS,5965.0,118.0,5847.0,,any_withdrawal,risk_ratio,0.7261286677383787,0.2080243943801458,0.4829952921582271,1.0916521354804092,0.1239469386412028,
hrs,incident_stroke,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,21412,12695,374,21038,21,21,PASS,5965.0,118.0,5847.0,,any_withdrawal,risk_ratio,0.7253648306121999,0.2082206474338231,0.4823016620276343,1.0909233347384122,0.1230685780022571,-0.328872573565008
hrs,incident_stroke,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,21412,12695,374,21038,21,21,PASS,5965.0,118.0,5847.0,,context_bmi_or_weight_loss,risk_ratio,1.0968669412065295,0.2122996546332161,0.7235093596154893,1.6628908399349085,0.6631948183584808,-0.328872573565008
hrs,incident_stroke,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,21,21,PASS,16514.0,385.0,16129.0,,any_withdrawal,risk_ratio,1.0071994792174752,0.1094280417542395,0.8127746963929016,1.2481328410420394,0.9477311606861856,
hrs,incident_stroke,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,22,22,PASS,16514.0,385.0,16129.0,,any_withdrawal,risk_ratio,1.00615035204667,0.1093415344198592,0.8120657626194279,1.2466213667944857,0.9552806806466524,14.527688599703328
hrs,incident_stroke,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,22,22,PASS,16514.0,385.0,16129.0,,context_incident_non_target_disease,risk_ratio,1.0716253183088182,0.0818618208587762,0.9127714707839124,1.258125236817728,0.398088697485172,14.527688599703328
hrs,incident_stroke,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,41563,15151,822,40741,19,19,PASS,11774.0,285.0,11489.0,,any_withdrawal,risk_ratio,1.0292220139281874,0.1285331527596548,0.8000211135918193,1.3240874971393082,0.8226860848127233,
hrs,incident_stroke,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,41563,15151,822,40741,20,20,PASS,11774.0,285.0,11489.0,,any_withdrawal,risk_ratio,1.0199186186739615,0.1281971578989364,0.7933117764444376,1.3112549436490786,0.8777298186105279,31.52550769923879
hrs,incident_stroke,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,41563,15151,822,40741,20,20,PASS,11774.0,285.0,11489.0,,context_fi_change,risk_ratio,1.1620015383248363,0.0245612381396339,1.1073888316087228,1.2193075607487915,9.77470870585954e-10,31.52550769923879
hrs,incident_stroke,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,19,19,PASS,4985.0,111.0,4874.0,,any_withdrawal,risk_ratio,0.8036345073278603,0.2191110893802742,0.523059240992219,1.2347137202718883,0.3184169454517184,
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,any_withdrawal,risk_ratio,0.7954982044778007,0.2174695082727339,0.5194321453609004,1.2182869292537228,0.2927810570912627,-4.654841683000095
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_self_rated_health_worsening,risk_ratio,1.1325538516599751,0.1203962523944703,0.8944939047598133,1.4339708969333511,0.3011928447741843,-4.654841683000095
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_transition_hospitalization,risk_ratio,1.4402973604109888,0.1155017278535163,1.1485156457350398,1.80620655374636,0.0015840729784816,-4.654841683000095
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_cesd_worsening,risk_ratio,1.0167512437113129,0.1213963215051481,0.8014602289165649,1.289874474477663,0.8911532520726193,-4.654841683000095
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_bmi_or_weight_loss,risk_ratio,0.9079556604748956,0.2499957026773595,0.5562472956942949,1.4820449245679974,0.6993148044515424,-4.654841683000095
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_incident_non_target_disease,risk_ratio,0.8976729198716213,0.152412318767504,0.6658624479505232,1.210184886609972,0.4787758281152834,-4.654841683000095
