cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,outcome_coding_status,n,people,parameters,matrix_rank,events,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents
charls,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,1770,1435,16,16,,PASS,,,,,alcohol_loss,mean_difference,-0.0582538211946412,0.2936175943475962,-0.6337337313432212,0.5172260889539386,0.8427318763730903,,,,,,,139.0,,,425.0,,,276.0,,,-0.0156504116152679,0.0788830005446467,-0.1702582516752289,0.1389574284446931,,,,,,,,,,,,
charls,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,1770,1435,16,16,,PASS,,,,,activity_loss,mean_difference,0.2288470297992421,0.1858677693135144,-0.1354471039420451,0.5931411635405295,0.218234729391229,,,,,,,139.0,,,425.0,,,276.0,,,0.0614818073705881,0.0499350435063949,-0.0363890794683865,0.1593526942095628,,,,,,,,,,,,
charls,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,1770,1435,16,16,,PASS,,,,,work_loss,mean_difference,-0.0630308632837796,0.2173325190263296,-0.4889947732447517,0.3629330466771925,0.77180063393068,,,,,,,139.0,,,425.0,,,276.0,,,-0.0169338068237757,0.0583883307634073,-0.1313728322374661,0.0975052185899147,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,27503,8324,13,13,478.0,PASS,5611.0,120.0,5491.0,,any_withdrawal,risk_ratio,1.5230479478090353,0.1074704390276691,1.233771040835325,1.8801503476323915,9.052007385454496e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,27503,8324,14,14,478.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,5233.0,101.0,5132.0,378.0,19.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,27503,8324,15,15,478.0,PASS,,,,,alcohol_loss,risk_ratio,2.0429707003720585,0.184999768569391,1.4216413590082333,2.935852461052751,0.0001126222917285,,,,,,,901.0,31.0,870.0,2852.0,70.0,2782.0,2244.0,39.0,2205.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,27503,8324,15,15,478.0,PASS,,,,,activity_loss,risk_ratio,1.606217534187834,0.1297339598787479,1.245588573922685,2.071257573443817,0.0002594753505275,,,,,,,901.0,31.0,870.0,2852.0,70.0,2782.0,2244.0,39.0,2205.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,27503,8324,15,15,478.0,PASS,,,,,work_loss,risk_ratio,1.3205357261666892,0.1829647882432445,0.9225931911277112,1.890122993375956,0.1286057442845048,,,,,,,901.0,31.0,870.0,2852.0,70.0,2782.0,2244.0,39.0,2205.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,24700,7582,18,18,428.0,PASS,5013.0,106.0,4907.0,,any_withdrawal,risk_ratio,1.291270880952551,0.1151629361138108,1.0303635542953664,1.618244823436371,0.0264392903569466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,24700,7582,19,19,428.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4677.0,88.0,4589.0,336.0,18.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,24700,7582,20,20,428.0,PASS,,,,,alcohol_loss,risk_ratio,1.7658218027216404,0.1965138524318922,1.201362247758463,2.59549244600036,0.0038095354527612,,,,,,,815.0,28.0,787.0,2518.0,61.0,2457.0,2024.0,36.0,1988.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,24700,7582,20,20,428.0,PASS,,,,,activity_loss,risk_ratio,1.3458294353692448,0.1405499903960395,1.021771192224607,1.7726638633868896,0.0345834927000971,,,,,,,815.0,28.0,787.0,2518.0,61.0,2457.0,2024.0,36.0,1988.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,24700,7582,20,20,428.0,PASS,,,,,work_loss,risk_ratio,1.231141980383169,0.1911154448010592,0.8465066591848137,1.790547728616123,0.2765753026358608,,,,,,,815.0,28.0,787.0,2518.0,61.0,2457.0,2024.0,36.0,1988.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,19890,6770,19,19,316.0,PASS,,,,,extended_loss_1,risk_ratio,1.1181667998471627,0.1406599394977851,0.8487438407155734,1.4731146575700902,0.4271682545726821,,,,,,,,,,,,,,,,,,,,4728.0,72.0,4656.0,592.0,31.0,561.0,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,19890,6770,19,19,316.0,PASS,,,,,extended_loss_2plus,risk_ratio,3.788767607055979,0.2024868866285714,2.547656180101741,5.634496558991501,4.755207600966353e-11,,,,,,,,,,,,,,,,,,,,4728.0,72.0,4656.0,592.0,31.0,561.0,,,,,,
elsa,comparable_22_30_months,incident_diabetes,full,work_exit_phenotype,enrichment,PASS_BASELINE_FREE_RISK_SET,6902,3242,19,19,120.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,29362,8803,13,13,324.0,PASS,6093.0,79.0,6014.0,,any_withdrawal,risk_ratio,1.3211471790820624,0.134683355523934,1.0146319217854756,1.7202591711534267,0.0386573029022353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,29362,8803,14,14,324.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,5685.0,71.0,5614.0,408.0,8.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,29362,8803,15,15,324.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,1027.0,13.0,1014.0,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,26379,8029,18,18,292.0,PASS,5443.0,70.0,5373.0,,any_withdrawal,risk_ratio,1.1727346773683631,0.1430891057112336,0.8859354901965946,1.5523778409611853,0.2654678505480657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,26379,8029,19,19,292.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,5082.0,63.0,5019.0,361.0,7.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,26379,8029,20,20,292.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,931.0,11.0,920.0,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_stroke,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,21273,7183,19,19,228.0,NOT_EVALUABLE_EXTENDED_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115.0,58.0,5057.0,637.0,6.0,631.0,,,,,,
elsa,comparable_22_30_months,incident_stroke,full,work_exit_phenotype,enrichment,PASS_BASELINE_FREE_RISK_SET,7298,3413,19,19,47.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,13,13,2461.0,PASS,4983.0,646.0,4337.0,,any_withdrawal,risk_ratio,1.6785213326318411,0.0435550003838602,1.5411779314548946,1.828104209512313,1.3179206235444036e-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,14,14,2461.0,PASS,,,,,loss_1,risk_ratio,1.6324362111937425,0.0446243850793493,1.4957254193788383,1.7816425054294185,4.654962682041844e-28,4656.0,593.0,4063.0,327.0,53.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,14,14,2461.0,PASS,,,,,loss_2plus,risk_ratio,2.583558320875449,0.1334141674151354,1.9890968265261704,3.35568058243893,1.1236475791013858e-12,4656.0,593.0,4063.0,327.0,53.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,15,15,2461.0,PASS,,,,,alcohol_loss,risk_ratio,1.461601647334713,0.0813842737133351,1.246104901923489,1.7143655981081396,3.109264661579908e-06,,,,,,,769.0,129.0,640.0,2377.0,410.0,1967.0,2169.0,162.0,2007.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,15,15,2461.0,PASS,,,,,activity_loss,risk_ratio,1.7332588918682157,0.0505534906138557,1.5697562744444011,1.9137916090213016,1.4414324463696282e-27,,,,,,,769.0,129.0,640.0,2377.0,410.0,1967.0,2169.0,162.0,2007.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,25590,8231,15,15,2461.0,PASS,,,,,work_loss,risk_ratio,1.5452319035171174,0.0841851987914348,1.3101924578181467,1.8224357966641185,2.3504039823974866e-07,,,,,,,769.0,129.0,640.0,2377.0,410.0,1967.0,2169.0,162.0,2007.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,18,18,2200.0,PASS,4462.0,576.0,3886.0,,any_withdrawal,risk_ratio,1.504312468460337,0.0465132193812116,1.3732383743906027,1.647897440798985,1.6504776212387901e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,19,19,2200.0,PASS,,,,,loss_1,risk_ratio,1.473495893707875,0.0475294753226989,1.342430365248178,1.6173577453103698,3.4706685101541063e-16,4172.0,528.0,3644.0,290.0,48.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,19,19,2200.0,PASS,,,,,loss_2plus,risk_ratio,2.07573545252778,0.1418599555834644,1.5718843491325103,2.7410907623442995,2.6307604290979146e-07,4172.0,528.0,3644.0,290.0,48.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,20,20,2200.0,PASS,,,,,alcohol_loss,risk_ratio,1.3414034014598692,0.0842440902575177,1.137236273646863,1.582224492081976,0.0004893992891247,,,,,,,702.0,121.0,581.0,2095.0,360.0,1735.0,1960.0,145.0,1815.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,20,20,2200.0,PASS,,,,,activity_loss,risk_ratio,1.5335008877427163,0.0540408223869454,1.3793815104853782,1.7048401438121406,2.539539259052092e-15,,,,,,,702.0,121.0,581.0,2095.0,360.0,1735.0,1960.0,145.0,1815.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,23018,7512,20,20,2200.0,PASS,,,,,work_loss,risk_ratio,1.4377642019597414,0.08912658118131,1.2073216337209771,1.7121915508677716,4.624016094602015e-05,,,,,,,702.0,121.0,581.0,2095.0,360.0,1735.0,1960.0,145.0,1815.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,extended_score_categorical,enrichment,PASS_STRICT_COMPLETE_ITEM_COUNTS,18539,6647,19,19,1699.0,PASS,,,,,extended_loss_1,risk_ratio,1.406871796046873,0.0530941422803778,1.2678290757977468,1.5611633210626137,1.2802646081294514e-10,,,,,,,,,,,,,,,,,,,,4327.0,462.0,3865.0,515.0,70.0,445.0,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,extended_score_categorical,enrichment,PASS_STRICT_COMPLETE_ITEM_COUNTS,18539,6647,19,19,1699.0,PASS,,,,,extended_loss_2plus,risk_ratio,1.9136389410888992,0.11876228002462,1.516244937810993,2.4151862971023026,4.635494269181156e-08,,,,,,,,,,,,,,,,,,,,4327.0,462.0,3865.0,515.0,70.0,445.0,,,,,,
elsa,comparable_22_30_months,incident_any_adl,full,work_exit_phenotype,enrichment,PASS_STRICT_COMPLETE_ITEM_COUNTS,6834,3279,19,19,407.0,PASS,,,,,work_exit_retirement,risk_ratio,1.1047755264447885,0.1086671316874165,0.8928457069846648,1.3670099483967424,0.359169591608294,,,,,,,,,,,,,,,,,,,,,,,,,,1735.0,124.0,1611.0,225.0,21.0,204.0
elsa,comparable_22_30_months,incident_any_adl,full,work_exit_phenotype,enrichment,PASS_STRICT_COMPLETE_ITEM_COUNTS,6834,3279,19,19,407.0,PASS,,,,,work_exit_no_retirement,risk_ratio,1.404461170968631,0.2172687878667769,0.9174242367949432,2.150053488503445,0.1179848347258717,,,,,,,,,,,,,,,,,,,,,,,,,,1735.0,124.0,1611.0,225.0,21.0,204.0
elsa,comparable_22_30_months,multimorbidity_progression,basic,any_withdrawal,core,PASS_STRICT_COMMON_SIX,30579,9120,14,14,4035.0,PASS,6416.0,918.0,5498.0,,any_withdrawal,risk_ratio,1.1921518237509472,0.0359620762054155,1.1110167147003456,1.279212051509082,1.0219254949209004e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,basic,score_categorical,core,PASS_STRICT_COMMON_SIX,30579,9120,15,15,4035.0,PASS,,,,,loss_1,risk_ratio,1.171882648229761,0.037052711533167,1.0897949687791606,1.2601534972770547,1.8630604305942488e-05,5979.0,844.0,5135.0,437.0,74.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,basic,score_categorical,core,PASS_STRICT_COMMON_SIX,30579,9120,15,15,4035.0,PASS,,,,,loss_2plus,risk_ratio,1.5178488311669065,0.1077377233729555,1.2289154497140349,1.8747140617451323,0.0001073978490571,5979.0,844.0,5135.0,437.0,74.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,30579,9120,16,16,4035.0,PASS,,,,,alcohol_loss,risk_ratio,1.2716128488929512,0.0706818300522306,1.1071091107673443,1.4605599590350178,0.0006749809781112,,,,,,,1105.0,182.0,923.0,3331.0,497.0,2834.0,2425.0,315.0,2110.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,30579,9120,16,16,4035.0,PASS,,,,,activity_loss,risk_ratio,1.1777220639910089,0.0450801843874142,1.0781284062884942,1.2865158286536138,0.0002848605081516,,,,,,,1105.0,182.0,923.0,3331.0,497.0,2834.0,2425.0,315.0,2110.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,30579,9120,16,16,4035.0,PASS,,,,,work_loss,risk_ratio,1.1511211179275842,0.0592219446694162,1.024970133370973,1.2927984777281871,0.0174814406071694,,,,,,,1105.0,182.0,923.0,3331.0,497.0,2834.0,2425.0,315.0,2110.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,any_withdrawal,core,PASS_STRICT_COMMON_SIX,27484,8313,18,18,3652.0,PASS,5735.0,815.0,4920.0,,any_withdrawal,risk_ratio,1.1540974004116555,0.0385043482192978,1.0702062974045063,1.244564541310587,0.0001975415946218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,score_categorical,core,PASS_STRICT_COMMON_SIX,27484,8313,19,19,3652.0,PASS,,,,,loss_1,risk_ratio,1.136652613766031,0.0395981149809181,1.0517724199608394,1.2283828134885444,0.0012177473059181,5346.0,750.0,4596.0,389.0,65.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,score_categorical,core,PASS_STRICT_COMMON_SIX,27484,8313,19,19,3652.0,PASS,,,,,loss_2plus,risk_ratio,1.4445596194773904,0.1162129701889402,1.1503097769947963,1.814078725538036,0.0015512669801707,5346.0,750.0,4596.0,389.0,65.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,27484,8313,20,20,3652.0,PASS,,,,,alcohol_loss,risk_ratio,1.2777150254017051,0.0735690608131611,1.1061446008151006,1.475897170165886,0.0008647206662595,,,,,,,1001.0,169.0,832.0,2944.0,436.0,2508.0,2187.0,277.0,1910.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,27484,8313,20,20,3652.0,PASS,,,,,activity_loss,risk_ratio,1.1402819830602764,0.0484251267000118,1.037033342009635,1.2538102182637405,0.006710123830235,,,,,,,1001.0,169.0,832.0,2944.0,436.0,2508.0,2187.0,277.0,1910.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,27484,8313,20,20,3652.0,PASS,,,,,work_loss,risk_ratio,1.0970113518938585,0.0633088137554018,0.9689972883464902,1.2419373311534716,0.1436025607362814,,,,,,,1001.0,169.0,832.0,2944.0,436.0,2508.0,2187.0,277.0,1910.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,extended_score_categorical,enrichment,PASS_STRICT_COMMON_SIX,22139,7435,19,19,2913.0,PASS,,,,,extended_loss_1,risk_ratio,1.0807906108085714,0.0425123713380185,0.9943859218131276,1.1747032201361804,0.0676194612817917,,,,,,,,,,,,,,,,,,,,5334.0,708.0,4626.0,673.0,110.0,563.0,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,extended_score_categorical,enrichment,PASS_STRICT_COMMON_SIX,22139,7435,19,19,2913.0,PASS,,,,,extended_loss_2plus,risk_ratio,1.4127222409781206,0.0920353575578487,1.1795494273041207,1.6919885542360358,0.0001739007212429,,,,,,,,,,,,,,,,,,,,5334.0,708.0,4626.0,673.0,110.0,563.0,,,,,,
elsa,comparable_22_30_months,multimorbidity_progression,full,work_exit_phenotype,enrichment,PASS_STRICT_COMMON_SIX,7430,3463,19,19,890.0,PASS,,,,,work_exit_retirement,risk_ratio,1.0159096482939909,0.074234805467117,0.8783473673828003,1.175016231416589,0.8316169393476607,,,,,,,,,,,,,,,,,,,,,,,,,,1919.0,241.0,1678.0,268.0,36.0,232.0
elsa,comparable_22_30_months,multimorbidity_progression,full,work_exit_phenotype,enrichment,PASS_STRICT_COMMON_SIX,7430,3463,19,19,890.0,PASS,,,,,work_exit_no_retirement,risk_ratio,1.1554970397685247,0.1631052468382913,0.8393312622141292,1.5907585824834862,0.3755536347094945,,,,,,,,,,,,,,,,,,,,,,,,,,1919.0,241.0,1678.0,268.0,36.0,232.0
elsa,comparable_22_30_months,mortality,basic,any_withdrawal,core,PASS_SOURCE_STATUS,32215,9732,13,13,584.0,PASS,6873.0,201.0,6672.0,,any_withdrawal,risk_ratio,2.0321016163286125,0.0854496798145502,1.718741336046922,2.4025936262073038,1.0578390118293148e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,basic,score_categorical,core,PASS_SOURCE_STATUS,32215,9732,14,14,584.0,PASS,,,,,loss_1,risk_ratio,1.9215396399288476,0.088775545710216,1.6146688483519105,2.2867317912193723,1.880089169945413e-13,6395.0,179.0,6216.0,478.0,22.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,basic,score_categorical,core,PASS_SOURCE_STATUS,32215,9732,14,14,584.0,PASS,,,,,loss_2plus,risk_ratio,4.513759109873166,0.2129070987602585,2.9737984237462767,6.851177651878834,1.4539061056338308e-12,6395.0,179.0,6216.0,478.0,22.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,32215,9732,15,15,584.0,PASS,,,,,alcohol_loss,risk_ratio,1.656803240523959,0.1411319618624294,1.2564325864009065,2.1847546836347407,0.0003469865376875,,,,,,,1207.0,50.0,1157.0,3622.0,145.0,3477.0,2531.0,29.0,2502.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,32215,9732,15,15,584.0,PASS,,,,,activity_loss,risk_ratio,2.154632601919569,0.095653373310263,1.7862939525138293,2.5989236781110083,1.015095010898789e-15,,,,,,,1207.0,50.0,1157.0,3622.0,145.0,3477.0,2531.0,29.0,2502.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,32215,9732,15,15,584.0,PASS,,,,,work_loss,risk_ratio,2.194838815139484,0.2021650949374736,1.4767922044622936,3.262014391657017,0.0001008869665087,,,,,,,1207.0,50.0,1157.0,3622.0,145.0,3477.0,2531.0,29.0,2502.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,any_withdrawal,core,PASS_SOURCE_STATUS,28927,8865,18,18,509.0,PASS,6152.0,182.0,5970.0,,any_withdrawal,risk_ratio,1.8702931827559903,0.0922016180298209,1.561088524653112,2.24074197857602,1.1174462361476122e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,score_categorical,core,PASS_SOURCE_STATUS,28927,8865,19,19,509.0,PASS,,,,,loss_1,risk_ratio,1.7853348906431084,0.0952903008358398,1.4811820533984208,2.151943891322764,1.1830154314415562e-09,5725.0,161.0,5564.0,427.0,21.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,score_categorical,core,PASS_SOURCE_STATUS,28927,8865,19,19,509.0,PASS,,,,,loss_2plus,risk_ratio,3.547408653638746,0.22678772466527,2.27441211435855,5.532905877728384,2.3603618688370373e-08,5725.0,161.0,5564.0,427.0,21.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,PASS_SOURCE_STATUS,28927,8865,20,20,509.0,PASS,,,,,alcohol_loss,risk_ratio,1.6170007591619926,0.1439542584008175,1.219484085046151,2.144096415191436,0.0008427045742649,,,,,,,1100.0,50.0,1050.0,3200.0,126.0,3074.0,2288.0,28.0,2260.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,PASS_SOURCE_STATUS,28927,8865,20,20,509.0,PASS,,,,,activity_loss,risk_ratio,1.8849402609850423,0.1044930134592455,1.5358647624917077,2.313354583197909,1.3081135385560839e-09,,,,,,,1100.0,50.0,1050.0,3200.0,126.0,3074.0,2288.0,28.0,2260.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,PASS_SOURCE_STATUS,28927,8865,20,20,509.0,PASS,,,,,work_loss,risk_ratio,2.1977845655298065,0.2071730256478207,1.4643305396100097,3.298611116700105,0.0001441549548032,,,,,,,1100.0,50.0,1050.0,3200.0,126.0,3074.0,2288.0,28.0,2260.0,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,mortality,full,extended_score_categorical,enrichment,PASS_SOURCE_STATUS,23133,7861,19,19,355.0,PASS,,,,,extended_loss_1,risk_ratio,1.5883492694190484,0.1174049386442786,1.2618587473631906,1.9993152220372037,8.113565759419099e-05,,,,,,,,,,,,,,,,,,,,5615.0,113.0,5502.0,720.0,26.0,694.0,,,,,,
elsa,comparable_22_30_months,mortality,full,extended_score_categorical,enrichment,PASS_SOURCE_STATUS,23133,7861,19,19,355.0,PASS,,,,,extended_loss_2plus,risk_ratio,2.998239559097182,0.2162135111437462,1.962569546941786,4.580444279155989,3.8056547169514057e-07,,,,,,,,,,,,,,,,,,,,5615.0,113.0,5502.0,720.0,26.0,694.0,,,,,,
elsa,comparable_22_30_months,mortality,full,work_exit_phenotype,enrichment,PASS_SOURCE_STATUS,7714,3616,19,19,60.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,comparable_22_30_months,incident_heart_disease,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,24929,7673,13,13,977.0,PASS,5134.0,231.0,4903.0,,any_withdrawal,risk_ratio,1.299250761532445,0.0754161905250475,1.120723819255027,1.5062163508443391,0.0005180591167747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
